"bingedr","frndalc","senseek","age","black","alcmovie","parentmont","cthhsz"
0,1,11,16,0,0.44341865234375,14,3.03999996185303
0,1,14,15,0,0.249279996744792,12,2.83999991416931
0,1,7,18,0,0.562611979166667,12,2.33999991416931
0,1,15,14,0,0.3354556640625,13,3.20000004768372
0,1,13,15,0,0.0902328206380208,11,3.01999998092651
1,1,12,17,0,0.435689485677083,9,1.87999999523163
0,0,12,15,0,0.53515615234375,10,2.58999991416931
0,1,10,13,0,0.29842900390625,8,4.21999979019165
0,1,11,16,0,0.145895426432292,10,2.04999995231628
0,1,15,14,0,0.491413834635417,5,2.26999998092651
0,0,10,14,0,0.54728984375,11,3.24000000953674
0,1,11,16,0,0.502465494791667,5,2.83999991416931
0,1,16,15,0,0.275810514322917,13,2.71000003814697
0,0,10,15,1,0.230364339192708,12,2.52999997138977
0,0,13,15,0,0.198490494791667,12,3.57999992370605
0,1,11,14,0,0.09598759765625,9,2.29999995231628
0,1,18,15,0,0.0999869873046875,8,2.02999997138977
0,1,9,15,1,0.16333603515625,11,2.61999988555908
0,1,11,15,0,0.178622005208333,10,2.04999995231628
1,1,13,18,0,0.0617360677083333,10,2.40000009536743
0,1,9,16,1,0.4913080078125,12,2.77999997138977
1,1,10,16,0,0.436933658854167,12,2.55999994277954
0,1,12,17,0,0.2539818359375,14,3.71000003814697
0,0,7,14,0,0.0663549519856771,13,3.16000008583069
0,1,11,17,0,0.100366333007813,12,2.85999989509583
0,0,8,15,0,0.344116666666667,13,2.91000008583069
0,1,10,18,0,0.37756650390625,13,2.57999992370605
1,1,14,15,0,0.1314529296875,8,2.9300000667572
0,0,10,14,0,0.232669840494792,10,2.65000009536743
0,0,9,16,0,0.42929765625,12,2.5
0,0,8,14,1,0.297236490885417,12,3.74000000953674
1,1,15,17,0,0.53577333984375,8,2.25999999046326
0,0,11,14,0,0.063550732421875,10,2.45000004768372
0,0,14,14,0,0.32637548828125,12,2.75999999046326
0,0,12,14,0,0.0271026672363281,12,NA
0,0,10,16,0,0.333877180989583,9,2.90000009536743
0,1,14,15,0,0.299953157552083,12,4.76999998092651
1,1,13,17,0,0.391269661458333,13,2.67000007629395
1,1,15,16,0,0.116300349934896,8,2.34999990463257
0,1,12,14,0,0.476472330729167,13,2.74000000953674
0,1,13,17,0,0.527684830729167,12,2.72000002861023
0,1,8,18,0,0.315702994791667,11,2.28999996185303
0,1,16,15,0,0.1811431640625,11,2.57999992370605
0,0,10,16,0,0.213051334635417,12,2.75999999046326
0,1,17,13,0,0.376606998697917,5,4.21999979019165
1,1,15,18,0,0.500721158854167,10,2.67000007629395
0,1,7,15,0,0.274120345052083,12,2.73000001907349
0,1,13,14,0,0.436065657552083,10,2.58999991416931
0,1,13,17,0,0.339700846354167,11,2.35999989509583
0,0,11,17,0,0.656763346354167,12,2.74000000953674
0,0,10,14,0,0.4590056640625,12,2.65000009536743
0,0,9,15,0,0.0596771850585937,11,2.14000010490417
1,1,11,16,0,0.278958333333333,11,2.5699999332428
1,1,13,16,0,0.240746663411458,8,3.52999997138977
0,1,15,15,0,0.375975651041667,10,2.45000004768372
0,0,7,14,0,0.0592282999674479,12,2.84999990463257
0,0,14,14,0,0.625232161458333,12,2.95000004768372
1,1,16,15,0,0.400433333333333,9,2.14000010490417
0,1,11,15,0,0.628102473958333,12,2.98000001907349
0,0,12,14,0,0.340394498697917,10,2.96000003814697
0,1,14,15,0,0.261143668619792,11,2.61999988555908
0,1,14,15,0,0.27962666015625,10,2.65000009536743
0,1,14,14,0,0.0609671508789063,9,2.72000002861023
0,1,12,17,0,0.4301466796875,11,2.34999990463257
0,0,7,14,0,0.1534435546875,12,2.59999990463257
0,0,11,14,0,0.308504329427083,12,2.63000011444092
0,0,9,15,0,0.200348828125,12,2.58999991416931
0,1,11,15,0,0.601094010416667,9,2.80999994277954
1,1,13,16,0,0.391261848958333,11,3.05999994277954
1,1,17,16,0,0.65786953125,6,2.58999991416931
0,0,13,14,0,0.196227669270833,12,2.64000010490417
0,0,6,13,1,0.234613167317708,11,2.55999994277954
0,1,11,16,0,0.152804866536458,12,2.46000003814697
0,0,8,14,0,0.339699674479167,9,2.54999995231628
1,1,14,17,0,0.446049837239583,11,2.73000001907349
0,1,12,16,0,0.556403841145833,12,2.36999988555908
1,0,13,14,0,0.312781510416667,11,2.52999997138977
0,1,11,15,0,0.278842838541667,9,2.54999995231628
0,1,12,13,0,0.241835498046875,9,3.01999998092651
0,1,9,17,0,0.48621416015625,11,3.09999990463257
0,1,13,14,0,0.614326822916667,11,2.22000002861023
0,1,16,17,0,0.415601822916667,10,3.44000005722046
0,1,9,17,1,0.147884977213542,11,2.5699999332428
0,1,14,15,0,0.207624169921875,9,3.09999990463257
0,1,7,16,0,0.458799837239583,12,2.78999996185303
0,1,11,16,0,0.32359482421875,12,3.05999994277954
1,1,15,16,0,0.3556783203125,8,2.21000003814697
0,1,12,14,0,0.685867317708333,11,2.21000003814697
0,0,12,14,0,0.149530029296875,12,2.41000008583069
0,1,16,14,0,0.1593880859375,12,2.6800000667572
0,1,10,16,0,0.302741015625,13,1.88999998569489
0,1,9,15,0,0.306298665364583,8,2.45000004768372
1,1,13,17,0,0.2969419921875,10,2.78999996185303
0,1,12,18,0,0.7317931640625,10,2.84999990463257
0,1,14,17,0,0.456691178385417,10,2.4300000667572
1,1,17,18,0,0.65124453125,7,3.4300000667572
0,0,14,17,0,0.219396337890625,11,3.16000008583069
0,0,12,14,0,0.404527669270833,13,2.75
0,1,17,14,0,0.220907340494792,6,2.77999997138977
1,0,15,16,0,0.376123014322917,11,2.09999990463257
1,1,14,14,0,0.236156168619792,11,NA
1,1,17,16,0,0.690636979166667,10,3.58999991416931
0,1,12,14,0,0.351188509114583,10,2.86999988555908
0,0,9,13,0,0.6473501953125,12,2.69000005722046
1,1,13,17,0,0.39334716796875,8,2.50999999046326
1,1,15,18,0,0.654012825520833,9,2.45000004768372
0,0,15,14,0,0.117628051757813,8,2.15000009536743
1,1,12,18,0,0.196661832682292,12,2.59999990463257
0,1,8,15,0,0.31923466796875,12,2.67000007629395
0,1,14,16,0,0.200311507161458,8,2.92000007629395
0,1,17,13,0,0.127697802734375,12,2.67000007629395
0,0,9,16,0,0.219913834635417,12,NA
1,1,12,16,0,0.216216829427083,11,3.22000002861023
0,1,13,14,0,0.500897005208333,11,2.38000011444092
1,1,11,18,0,0.694173697916667,6,3.13000011444092
0,1,14,14,0,0.0940936848958333,7,2.51999998092651
0,0,8,13,0,0.294125846354167,10,2.47000002861023
1,1,14,17,0,0.651166341145833,10,2.91000008583069
1,1,15,NA,0,0.545623665364583,10,2.58999991416931
1,1,16,18,0,0.204286507161458,13,2.13000011444092
0,1,11,16,0,0.107256681315104,9,2.49000000953674
0,1,10,16,0,0.154887060546875,9,1.77999997138977
0,0,12,17,0,0.182555501302083,12,2.96000003814697
0,1,10,16,0,0.660983658854167,9,2.46000003814697
1,1,18,17,0,0.239342333984375,9,2.61999988555908
0,0,8,15,0,0.0206124674479167,12,2.63000011444092
0,1,13,18,0,0.672730013020833,12,2.5699999332428
0,0,11,14,0,0.2328818359375,10,2.89000010490417
0,0,10,13,0,0.18117900390625,13,2.71000003814697
0,1,9,14,0,0.324519661458333,11,3.36999988555908
0,1,13,14,0,0.520348990885417,13,2.32999992370605
0,1,7,18,0,0.06450771484375,12,2.63000011444092
1,1,12,17,0,0.195788492838542,10,2.44000005722046
0,1,9,14,0,0.488821158854167,10,2.33999991416931
0,0,9,15,0,0.134590966796875,13,2.70000004768372
0,1,17,16,0,0.696506640625,8,2.89000010490417
0,1,10,17,0,0.563661328125,9,2.99000000953674
0,0,9,16,0,0.525641178385417,11,2.80999994277954
1,1,14,17,0,0.385460319010417,14,2.59999990463257
0,0,14,15,0,0.463104817708333,10,2.73000001907349
0,1,9,18,0,0.304909830729167,13,2.78999996185303
0,1,9,15,0,0.0943939534505208,9,2.75999999046326
0,1,8,18,0,0.16557626953125,13,2.35999989509583
1,1,16,17,0,0.301318326822917,8,2.38000011444092
0,1,10,18,0,0.754026497395833,13,2.72000002861023
1,1,13,14,0,0.38146982421875,9,4.42000007629395
1,1,13,17,0,0.5845158203125,6,3.75
0,1,13,18,0,0.52051015625,7,2.49000000953674
0,1,9,17,0,0.0623018351236979,11,3.32999992370605
0,1,9,NA,0,0.0733898030598958,10,2.4300000667572
0,0,11,16,0,0.0959596842447917,12,2.05999994277954
0,1,15,17,0,0.281245670572917,9,2.44000005722046
0,1,17,14,0,0.190831005859375,8,2.10999989509583
1,1,16,16,0,0.415313151041667,12,2.92000007629395
0,1,9,17,0,0.218237662760417,12,2.44000005722046
1,1,17,15,0,0.377851171875,8,2.48000001907349
0,1,11,15,0,0.198842838541667,10,2.63000011444092
1,1,16,13,0,0.482405826822917,9,2.17000007629395
1,1,18,16,0,0.108748486328125,7,2.64000010490417
0,1,14,18,0,0.262480159505208,13,2.38000011444092
0,0,14,15,1,0.6681373046875,12,2.83999991416931
0,1,9,17,0,0.592523697916667,12,2.57999992370605
0,1,8,15,0,0.14758916015625,10,2.96000003814697
0,0,12,16,1,0.389907161458333,9,2.07999992370605
0,0,12,14,0,0.418082161458333,11,2.54999995231628
0,1,12,NA,0,0.352063346354167,8,2.41000008583069
0,0,9,14,0,0.0472332153320313,12,2.95000004768372
0,1,8,16,0,0.241702994791667,13,2.79999995231628
0,0,8,16,1,0.311516666666667,14,1.98000001907349
0,0,8,14,0,0.0957435872395833,12,2.45000004768372
0,1,12,14,0,0.648791861979167,11,3.69000005722046
0,1,10,14,0,0.501164680989583,12,2.92000007629395
0,1,12,16,1,0.35896865234375,11,2.74000000953674
0,0,10,15,0,0.130447013346354,12,3.79999995231628
0,1,8,14,0,0.534016015625,12,2.5
1,1,16,15,0,0.533688509114583,7,2.95000004768372
1,1,17,15,0,0.391413997395833,15,2.15000009536743
0,1,16,15,0,0.463532161458333,13,2.20000004768372
1,1,12,NA,0,0.457773014322917,10,2.80999994277954
0,1,9,NA,0,0.189273828125,10,2.6800000667572
1,1,12,16,0,0.499175162760417,12,2.50999999046326
0,1,13,17,0,0.233266829427083,14,3.38000011444092
0,1,9,15,0,0.240685660807292,10,3.08999991416931
1,1,10,17,0,0.355667317708333,12,2.90000009536743
0,1,18,16,0,0.265164664713542,8,2.60999989509583
0,1,9,17,1,0.316223177083333,12,2.00999999046326
1,1,10,17,0,0.28972333984375,12,2.4300000667572
0,1,13,15,0,0.187523828125,12,2.23000001907349
0,0,13,13,0,0.0390130981445313,10,3.09999990463257
1,1,17,17,0,0.389034505208333,10,2.67000007629395
0,1,12,16,0,0.369567317708333,12,2.5699999332428
0,0,11,15,1,0.432813997395833,12,3.11999988555908
0,1,13,17,0,0.344483821614583,9,2.90000009536743
1,1,13,16,0,0.4848056640625,13,2.49000000953674
0,1,14,16,0,0.36560400390625,10,2.44000005722046
0,0,14,14,1,0.570264322916667,11,2.78999996185303
0,1,13,18,0,0.505724837239583,11,2.64000010490417
0,1,12,18,0,0.348831998697917,8,3.28999996185303
0,1,9,15,0,0.382932486979167,12,2.52999997138977
1,1,18,15,0,0.15630703125,10,2.17000007629395
0,1,15,16,0,0.351938997395833,8,2.77999997138977
0,1,14,17,0,0.46077216796875,7,2.89000010490417
0,1,11,16,0,0.18098349609375,12,2.30999994277954
0,1,7,15,0,0.189915006510417,12,2.10999989509583
0,1,14,13,0,0.154733251953125,4,3.60999989509583
0,1,15,16,0,0.228777001953125,13,2.49000000953674
0,1,12,NA,0,0.2673705078125,10,3.03999996185303
0,0,8,14,0,0.0310473164876302,11,2.74000000953674
0,0,12,17,0,0.0513746826171875,11,2.75999999046326
0,1,8,18,1,0.672784309895833,11,2.40000009536743
0,1,10,16,0,0.161178173828125,12,2.46000003814697
0,1,15,15,0,0.736383333333333,9,2.45000004768372
0,1,8,13,0,0.202881168619792,9,2.47000002861023
0,1,19,17,0,0.466609993489583,7,3.0699999332428
0,1,7,16,0,0.420775651041667,12,2.70000004768372
0,1,12,14,0,0.6001740234375,10,2.99000000953674
0,1,12,16,0,0.422301009114583,10,2.26999998092651
0,1,11,13,0,0.214176497395833,7,2.94000005722046
0,1,8,17,0,0.662057161458333,11,2.75
0,0,10,14,0,0.244175830078125,12,3.59999990463257
0,1,14,15,0,0.666033333333333,8,3.38000011444092
0,0,6,15,0,0.18605166015625,10,2.75
0,1,11,16,1,0.434728515625,7,1.78999996185303
0,1,14,15,0,0.608067513020833,5,2.58999991416931
0,1,10,18,1,0.696738802083333,5,3.01999998092651
0,1,12,16,0,0.267484830729167,7,2.90000009536743
0,1,10,18,0,0.250970833333333,12,2.5699999332428
0,1,8,17,1,0.442355989583333,13,2.39000010490417
1,1,17,18,0,0.351415006510417,13,2.89000010490417
1,1,17,17,0,0.384796842447917,11,2.28999996185303
1,1,18,15,0,0.7214830078125,9,2.80999994277954
0,0,10,16,0,0.112192985026042,11,2.39000010490417
0,1,11,17,0,0.422593326822917,9,4.15999984741211
1,1,12,17,0,0.790426692708333,11,2.82999992370605
0,1,12,17,0,0.396687825520833,8,2.48000001907349
0,1,14,17,0,0.150725748697917,12,2.30999994277954
0,1,14,15,0,0.267884000651042,11,2.65000009536743
1,1,16,18,0,0.535556510416667,7,2.63000011444092
0,1,13,14,1,0.36169951171875,11,2.35999989509583
0,0,14,15,0,0.132376896158854,7,3.15000009536743
0,1,6,14,0,0.3393181640625,11,2.47000002861023
0,0,10,15,0,0.156941259765625,11,2.46000003814697
0,0,8,15,0,0.311892154947917,10,2.85999989509583
0,0,10,15,0,0.0822976155598958,12,2.41000008583069
0,1,11,17,0,0.494985319010417,10,2.67000007629395
1,1,14,15,0,0.35272548828125,11,2.38000011444092
0,0,8,15,0,0.0824184163411458,12,3.08999991416931
1,1,13,15,0,0.5875783203125,7,2.47000002861023
0,1,10,14,0,0.1113494140625,9,2.90000009536743
0,1,13,14,0,0.219487174479167,12,3.70000004768372
0,0,11,16,0,0.108999186197917,9,2.59999990463257
1,1,13,15,0,0.564972135416667,9,2.94000005722046
0,1,12,18,0,0.347988509114583,5,2.48000001907349
1,1,10,18,0,0.60292734375,9,3.27999997138977
1,1,17,14,0,0.243250992838542,12,NA
1,1,12,16,0,0.47397265625,4,2.67000007629395
0,0,11,16,0,0.511069173177083,8,2.5
1,1,14,18,0,0.351873014322917,10,3.1800000667572
1,1,16,17,0,0.210663834635417,8,3.01999998092651
0,1,13,14,0,0.346553515625,14,2.79999995231628
0,1,8,15,0,0.5992556640625,12,2.40000009536743
1,1,12,17,0,0.4446841796875,12,2.47000002861023
0,0,15,17,0,0.331289322916667,11,2.3199999332428
0,1,12,16,0,0.297694986979167,8,2.00999999046326
1,1,14,16,0,0.410013671875,5,2.42000007629395
0,1,12,16,0,0.2596375,12,2.27999997138977
0,0,13,18,0,0.0172475341796875,11,2.52999997138977
0,0,11,15,0,0.156153499348958,12,3.14000010490417
0,0,6,15,1,0.301208821614583,12,2.39000010490417
1,1,12,14,0,0.5260919921875,9,2.91000008583069
0,0,12,17,0,0.37900615234375,12,2.51999998092651
1,1,16,16,0,0.379201822916667,5,3.16000008583069
0,1,14,17,0,0.4743716796875,12,2.5
1,1,16,16,0,0.654964322916667,13,2.82999992370605
0,0,13,14,0,0.230398502604167,11,2.89000010490417
0,1,14,16,0,0.3301,7,2.50999999046326
0,1,11,16,0,0.42549482421875,11,4.03000020980835
0,0,7,14,1,0.508919010416667,13,2.5
0,1,13,14,0,0.469088151041667,11,2.16000008583069
0,1,6,16,0,0.125533829752604,12,NA
0,1,13,13,0,0.120876814778646,12,2.98000001907349
0,1,11,14,1,0.461073990885417,14,2.39000010490417
0,0,12,15,0,0.173256998697917,12,2.4300000667572
0,1,12,14,0,0.389225325520833,11,3.22000002861023
1,1,14,17,0,0.227409993489583,10,3.20000004768372
0,1,14,16,0,0.170774495442708,11,3.57999992370605
0,1,13,16,0,0.0586077514648438,9,4.19000005722046
1,1,13,16,0,0.440312174479167,10,3.44000005722046
0,0,11,13,0,0.168517171223958,10,2.3199999332428
0,1,15,15,0,0.52719765625,8,2.5699999332428
0,1,12,16,0,0.50221298828125,13,2.60999989509583
0,1,11,15,0,0.280303157552083,10,2.76999998092651
0,1,6,14,0,0.0530468831380208,12,2.75
0,1,15,17,0,0.790199479166667,6,3.11999988555908
0,1,10,15,0,0.201763834635417,8,2.94000005722046
0,1,14,16,0,0.221905338541667,10,2.90000009536743
1,1,11,16,0,0.36537548828125,10,2.77999997138977
0,1,10,17,0,0.7577330078125,9,2.59999990463257
0,1,11,15,0,0.2976806640625,12,2.74000000953674
1,1,14,17,0,0.442897330729167,11,2.49000000953674
0,1,13,NA,0,0.370674153645833,7,2.92000007629395
0,1,16,18,0,0.716867317708333,11,2.8199999332428
0,0,9,16,0,0.135622135416667,12,2.75
0,1,8,16,1,0.226448828125,11,2.60999989509583
0,1,15,17,0,0.8296376953125,12,3.09999990463257
1,1,11,17,0,0.291990494791667,10,2.66000008583069
0,1,11,17,0,0.258475830078125,9,2.08999991416931
0,1,10,17,0,0.11876259765625,11,2.49000000953674
0,1,10,17,0,0.460596158854167,12,2.78999996185303
1,1,12,18,0,0.464769173177083,7,2.5
0,0,9,16,0,0.139492985026042,10,2.48000001907349
1,1,16,16,0,0.332154817708333,6,2.47000002861023
0,1,10,17,1,0.33769033203125,12,2.95000004768372
0,0,10,14,1,0.383256673177083,13,3.46000003814697
0,1,16,15,0,0.449558170572917,7,2.71000003814697
0,1,8,14,1,0.321325846354167,11,3.32999992370605
0,1,11,17,0,0.280851822916667,8,2.38000011444092
0,0,9,14,0,0.381203678385417,12,2.71000003814697
1,1,14,16,0,0.462674153645833,7,3.07999992370605
0,1,10,16,0,0.5493421875,11,2.48000001907349
0,0,14,16,0,0.157650602213542,6,3.61999988555908
0,1,8,17,0,0.39117216796875,12,2.42000007629395
0,1,11,17,0,0.328901497395833,10,2.57999992370605
0,1,10,18,0,0.708117643229167,11,2.70000004768372
0,1,10,16,0,0.202198828125,11,2.63000011444092
0,1,10,17,0,0.363057161458333,9,2.76999998092651
0,0,16,14,0,0.416403515625,12,3.00999999046326
0,0,8,15,0,0.31518115234375,12,2.78999996185303
1,1,14,18,0,0.775888151041667,6,2.9300000667572
0,1,12,17,0,0.218272672526042,12,2.66000008583069
1,1,15,16,0,0.345447819010417,7,2.8199999332428
0,1,14,15,0,0.30899482421875,13,2.16000008583069
0,0,11,15,0,0.159777278645833,11,2.33999991416931
0,1,11,16,0,0.148376692708333,8,3.21000003814697
0,1,11,17,0,0.2281193359375,11,2.23000001907349
0,0,9,13,0,0.091880029296875,11,2.90000009536743
0,0,12,15,0,0.160843684895833,11,2.84999990463257
0,1,11,16,0,0.231557161458333,10,2.88000011444092
0,1,15,14,0,0.51310234375,11,3.49000000953674
0,1,12,17,0,0.20795849609375,8,2.36999988555908
0,1,16,15,0,0.449105501302083,8,2.89000010490417
1,1,15,15,0,0.310434830729167,4,2.96000003814697
0,1,10,19,0,0.200865673828125,11,3.33999991416931
0,1,10,15,0,0.700846028645833,12,2.25
0,0,12,13,0,0.1524642578125,11,2.36999988555908
1,1,15,16,0,0.768436002604167,9,3.03999996185303
1,1,15,16,0,0.270274837239583,12,2.75
0,0,7,13,0,0.0966274820963542,12,2.53999996185303
0,1,14,14,1,0.68968203125,13,2.83999991416931
0,0,15,13,1,0.439230501302083,13,2.98000001907349
0,1,11,16,0,0.399848014322917,12,2.14000010490417
0,1,13,15,0,0.263830501302083,12,2.65000009536743
0,1,14,15,0,0.4868033203125,13,2.95000004768372
0,1,9,15,0,0.516768001302083,12,2.44000005722046
0,1,10,17,0,0.3204681640625,13,2.71000003814697
0,1,9,16,0,0.189572998046875,9,2.33999991416931
0,1,9,14,0,0.1763955078125,13,2.16000008583069
0,1,10,15,0,0.09332568359375,10,2.95000004768372
0,0,10,13,0,0.424258984375,15,3.15000009536743
0,1,11,16,0,0.0787908854166667,11,2.80999994277954
1,1,14,15,0,0.232059000651042,9,2.41000008583069
1,1,13,16,0,0.380182682291667,12,2.26999998092651
0,1,16,17,0,0.673701302083333,7,2.85999989509583
0,1,10,16,0,0.231086832682292,11,3.08999991416931
1,1,15,17,0,0.139757096354167,11,2.41000008583069
0,1,13,NA,0,0.31743984375,11,2.86999988555908
1,1,14,16,0,0.250006005859375,8,2.73000001907349
0,1,9,16,0,0.325049837239583,12,3.20000004768372
0,1,13,17,0,0.0808624837239583,9,2.4300000667572
0,1,14,NA,0,0.4791,7,2.30999994277954
0,1,14,16,0,0.240087825520833,10,4.75
0,1,9,17,0,0.184888671875,12,2.67000007629395
0,0,12,15,1,0.361890657552083,5,2.75
1,1,15,16,0,0.5842669921875,10,3
0,0,5,14,0,0.380605338541667,10,2.79999995231628
1,1,16,16,0,0.480505826822917,12,2.98000001907349
1,1,11,18,0,0.9331921875,9,2.65000009536743
0,1,12,14,0,0.0545887003580729,10,2.30999994277954
0,0,6,17,0,0.18009833984375,12,2.51999998092651
0,1,12,16,0,0.314617317708333,8,2.55999994277954
1,1,9,15,0,0.368167513020833,12,2.5699999332428
1,1,14,18,0,0.0566126180013021,4,2.42000007629395
0,0,6,17,0,0.328807682291667,12,2.41000008583069
0,1,13,15,0,0.698244140625,10,2.44000005722046
1,1,14,16,0,0.450587174479167,8,3.0699999332428
0,1,6,16,0,0.145750113932292,12,2.17000007629395
0,0,11,14,0,0.0641882486979167,7,2.54999995231628
0,1,18,16,0,0.29419033203125,13,2.66000008583069
0,1,9,14,0,0.1989318359375,9,4.51999998092651
0,1,12,16,0,0.246764827473958,12,2.67000007629395
1,1,11,18,0,0.350623665364583,3,2.25
0,1,5,15,0,0.430158821614583,12,2.25999999046326
0,0,10,16,1,0.106799698893229,11,2.65000009536743
1,1,15,18,0,0.205075504557292,9,2.17000007629395
0,1,15,15,0,0.423907486979167,11,2.78999996185303
0,1,9,16,0,0.381880826822917,13,2.30999994277954
0,1,11,18,1,0.479370345052083,12,2.29999995231628
0,1,11,15,0,0.0609328328450521,9,2.69000005722046
1,1,14,16,0,0.305057161458333,10,3.02999997138977
0,0,12,15,0,0.390522493489583,12,2.55999994277954
0,1,10,14,0,0.52206767578125,12,2.53999996185303
0,1,16,18,0,0.439268326822917,11,2.65000009536743
0,0,11,15,0,0.0811152994791667,12,2.3199999332428
0,1,16,14,1,0.170102327473958,10,2.75999999046326
0,0,6,15,0,0.112561450195312,11,2.00999999046326
0,1,8,17,0,0.555461002604167,11,2.59999990463257
0,0,9,14,1,0.185840673828125,13,2.51999998092651
0,1,14,14,0,0.397718001302083,9,2.11999988555908
0,1,8,15,0,0.498918326822917,9,2.65000009536743
1,1,18,18,0,0.396758658854167,5,2.57999992370605
0,1,13,15,0,0.642721028645833,7,2.90000009536743
0,1,14,15,0,0.275821484375,10,2.41000008583069
0,1,11,16,0,0.510632161458333,13,3.09999990463257
0,1,12,18,0,0.894838151041667,9,2.01999998092651
0,0,15,14,0,0.471766178385417,9,3.30999994277954
0,1,12,15,0,0.541362825520833,11,2.96000003814697
0,0,9,14,0,0.568405013020833,9,2.34999990463257
1,1,17,17,0,0.317094498697917,13,2.49000000953674
0,0,9,13,1,0.270862662760417,6,NA
0,1,12,14,0,0.205544173177083,12,2.41000008583069
0,1,9,17,1,0.2361455078125,12,3.17000007629395
0,1,15,15,0,0.183613167317708,8,3.5
0,1,15,15,0,0.257231331380208,10,2.52999997138977
0,0,10,14,0,0.110257413736979,12,2.30999994277954
0,1,16,16,0,0.289017838541667,10,2.83999991416931
0,1,17,17,0,0.383032682291667,11,2.69000005722046
1,1,11,17,0,0.310656673177083,15,2.29999995231628
0,1,9,16,0,0.307900846354167,9,3.0699999332428
0,1,15,15,0,0.368464322916667,12,2.64000010490417
0,0,15,13,0,0.248587825520833,10,NA
0,1,5,18,0,0.203158333333333,10,2.72000002861023
0,1,13,NA,0,0.433089485677083,11,3.36999988555908
0,1,10,15,0,0.462536848958333,10,2.04999995231628
1,1,11,16,0,0.599815364583333,12,2.46000003814697
0,0,12,14,0,0.263647672526042,11,2.72000002861023
1,1,18,15,0,0.41098232421875,12,2.49000000953674
1,1,12,18,0,0.840464322916667,12,3.03999996185303
1,1,13,18,0,0.495425162760417,11,2.94000005722046
0,0,12,14,0,0.333226985677083,12,2.16000008583069
0,1,12,14,0,0.326304817708333,10,4.28000020980835
0,1,14,16,0,0.175190673828125,9,2.88000011444092
0,1,16,14,0,0.525521484375,8,2.63000011444092
0,1,14,15,0,0.254367659505208,8,2.22000002861023
0,1,10,17,0,0.293966015625,13,2.55999994277954
1,1,14,16,0,0.6323181640625,10,3.13000011444092
1,1,15,16,0,0.295191666666667,10,3
1,1,16,16,0,0.219711507161458,8,2.39000010490417
0,1,17,13,0,0.44966982421875,9,2.64000010490417
0,0,11,15,1,0.370321842447917,6,3.0699999332428
0,1,12,13,0,0.139477848307292,9,3.00999999046326
0,1,10,14,1,0.277179817708333,12,2.95000004768372
0,1,11,16,0,0.444863997395833,13,2.86999988555908
0,1,10,16,0,0.304519986979167,8,2
0,0,11,NA,0,0.30679384765625,12,2.64000010490417
0,1,15,17,0,0.47062900390625,10,2.5699999332428
0,1,12,16,0,0.264878499348958,10,2.24000000953674
1,1,16,15,0,0.578792643229167,13,3.53999996185303
0,1,13,16,0,0.243784163411458,10,2.64000010490417
0,1,17,15,0,0.374903515625,8,2.54999995231628
0,0,6,14,0,0.0842953369140625,12,2.82999992370605
0,0,9,17,0,0.0430032511393229,11,3.80999994277954
