"alcm","drink","age","boy","race","alcbr","pared","inc","grade"
2.72336449077778,0,14,1,0,0,1,1,1
4.11351154544444,0,15,1,1,0,1,1,1
18.5901548747222,0,14,1,0,0,1,1,0
4.11695681256389,0,12,1,0,0,1,1,0
13.3725606180556,0,12,0,0,1,0,1,0
6.12666248366667,1,15,0,0,1,1,1,0
4.81433311125278,0,15,1,0,0,1,1,1
5.67581218302778,0,12,0,0,0,1,1,1
1.09270296519167,0,15,0,0,0,1,1,0
5.33912853681111,0,12,1,0,0,1,0,1
11.1489577315,0,14,1,0,0,1,1,0
9.30285141927778,0,13,0,0,0,1,1,0
6.61921370161111,1,15,0,0,0,0,1,1
25.4167287704444,1,16,0,0,0,1,1,0
1.82297963736944,0,14,0,0,0,1,1,1
10.2706827846111,0,13,1,0,0,1,1,1
12.3378878862222,1,16,1,1,0,0,1,0
7.23650601541667,0,12,1,1,0,0,1,1
16.0696195645833,0,15,0,0,0,1,1,0
9.82245800725,0,12,1,0,0,1,1,0
2.21936474925417,0,12,0,0,0,1,1,0
3.94528061564722,1,13,0,0,0,1,1,0
14.7559145744167,0,15,1,0,0,1,1,1
12.3339520767778,0,15,1,0,0,1,1,0
17.6890768332222,0,14,1,0,0,1,1,0
3.86908633333333,0,12,0,0,0,1,1,0
10.5480086669167,0,16,1,0,0,1,1,0
0.998653168822222,0,15,0,0,0,1,1,0
29.0697568614167,1,16,1,0,0,1,1,1
11.9179809818611,1,15,1,0,0,0,1,0
7.52757884202778,0,14,1,0,0,1,1,1
14.9486957132222,0,15,1,0,0,1,1,1
7.29914673588889,0,12,1,0,0,0,1,0
8.46556418911111,0,13,1,0,0,1,1,1
18.3157655995833,1,16,0,0,0,0,1,0
7.24931373944445,0,15,0,0,0,1,1,1
9.79951585486111,0,12,1,0,0,0,1,1
17.9182003146111,1,14,0,0,0,1,1,0
14.1087529531667,0,13,1,0,0,1,1,1
12.7717735834167,0,14,1,0,0,1,1,1
20.1140926021389,1,15,0,0,1,0,1,0
1.34164339347778,0,12,0,0,0,1,1,1
4.42110104222222,0,12,0,0,0,0,1,0
18.56786083775,1,12,1,0,0,0,0,1
8.03335351133333,0,14,0,0,1,1,1,0
2.09619962941667,0,12,0,0,0,0,1,0
9.13240297125,0,15,0,0,0,1,1,0
7.65679750241667,0,14,0,0,0,1,1,0
9.36006669275,0,13,0,0,0,1,1,0
4.44791035738333,0,13,1,0,0,0,0,0
19.3080376498056,1,15,0,0,0,0,1,0
12.95439889975,1,14,1,0,0,1,1,0
4.90505869383333,1,16,0,0,0,0,0,0
5.69361162136111,0,13,1,0,0,0,1,1
2.54567177896667,0,12,1,0,0,1,1,0
27.64183509,1,14,0,0,1,0,1,0
3.98933231433333,0,12,1,0,0,1,1,1
12.662115976,1,12,0,1,0,0,0,1
4.35670540263889,0,14,1,0,0,1,1,1
6.45496055002778,0,13,0,0,0,0,1,0
10.08509805675,0,14,1,0,0,0,1,0
13.2919640466389,0,13,1,0,0,1,1,0
18.0990587835,1,16,1,0,0,0,1,0
11.0353552260278,0,12,1,0,0,1,1,1
7.79880671361111,0,15,1,0,0,1,1,1
20.5220925162778,1,14,1,0,0,1,1,1
6.78413779402778,0,12,1,0,0,1,1,1
7.37021090755556,0,14,0,0,1,0,1,1
10.8636149061111,0,13,0,0,0,0,1,0
1.39448855910556,0,12,1,0,0,0,1,1
1.68098811325556,0,12,0,0,0,1,1,1
5.88713265722778,0,13,1,0,0,1,1,1
4.80171596225,1,12,0,0,0,1,1,1
21.6184882027778,0,12,0,0,0,0,0,0
6.16249425761111,1,14,0,0,0,0,1,1
3.98114788205556,0,13,1,0,0,0,0,0
4.52488526041667,0,14,0,0,0,1,1,1
3.16394708233333,0,14,0,0,0,1,1,1
11.1496828833889,1,15,0,0,0,1,1,1
10.4429490886944,1,14,0,0,0,0,1,1
12.2213422230833,0,12,0,0,0,1,1,0
14.7286206369167,1,14,1,0,0,1,1,1
10.5883012329722,1,13,1,0,0,1,1,0
5.16692086325,1,14,0,0,0,0,1,0
4.87515777966667,0,14,1,0,0,1,1,1
9.85994510297222,1,16,0,0,0,0,1,0
12.2061768659722,0,15,1,0,1,1,0,1
13.3476137522222,0,14,1,0,0,0,1,0
5.37210092750556,1,15,1,0,0,0,1,1
15.0282390280556,0,13,1,0,1,1,1,1
4.50751177188889,0,14,0,0,0,1,1,0
15.4732663658333,0,12,1,0,0,0,1,1
19.8672534197222,1,14,0,0,0,0,1,0
17.5806173371111,1,13,0,0,0,0,1,0
18.779933802,0,15,0,0,1,1,1,1
7.82520674783333,0,13,1,0,0,0,1,0
13.2703532152778,0,14,1,0,0,1,0,0
2.92754878705,0,13,0,0,0,1,1,1
6.42980179299444,0,15,1,0,0,1,1,1
8.01947478194444,0,14,1,0,0,1,1,0
13.0672821944167,0,14,1,0,0,0,1,1
5.14571400222222,1,16,0,0,0,1,1,0
12.9156961803611,1,15,0,0,1,1,0,0
5.40426041080556,0,15,1,0,0,1,1,1
10.9546572298611,1,16,1,0,0,1,1,0
2.46711188756111,0,14,0,0,0,0,1,0
13.9149127983056,0,14,1,0,0,1,1,0
24.1161196411111,0,13,0,0,0,1,1,1
7.94955270016667,1,15,0,0,0,0,1,1
13.8903249892222,1,15,1,0,0,1,1,1
20.8496725420556,1,14,1,0,1,1,1,0
13.7063300701944,0,14,0,0,1,0,1,0
10.5409840379167,1,14,1,0,0,1,1,0
2.02080850863611,0,12,0,0,0,0,1,1
5.01752646770556,0,13,1,1,0,0,1,0
9.86362621233333,0,14,0,0,0,1,0,1
4.08712895083889,1,12,0,0,1,0,0,0
16.0727062303056,0,13,0,0,0,0,0,0
9.33383020516667,1,16,1,0,0,1,1,0
2.9971954456,0,13,1,0,0,1,1,0
5.96122814491667,0,14,0,1,0,1,1,0
14.07347111925,1,16,1,0,0,0,1,0
2.04874987369167,0,16,1,0,0,1,1,1
18.39669318575,0,14,1,0,0,1,1,0
13.0277472658056,0,14,1,0,0,1,1,0
12.3240672930556,0,16,1,1,0,1,1,1
5.66636124194444,0,14,0,0,1,0,1,0
4.63893965244444,0,16,0,0,0,1,1,0
14.9477721139722,0,15,1,0,0,1,1,0
7.00281934283333,0,13,1,0,0,0,1,0
5.32447602636111,0,12,0,0,0,1,1,0
1.98057303177778,0,13,1,0,0,1,1,1
15.4594761193611,0,16,1,0,0,1,1,1
1.608422475075,0,15,0,0,0,1,1,1
16.07740838475,1,16,0,0,0,1,1,1
4.05981033562222,0,12,1,0,0,1,1,0
5.66241189902778,0,13,1,0,0,0,1,0
12.6340218048056,0,13,1,0,0,1,1,0
16.2550215694722,1,15,0,0,0,1,0,0
8.88947080994445,0,15,1,0,0,1,1,0
18.1017411259444,0,12,0,0,0,1,1,0
1.55361359919,0,12,0,1,0,1,1,0
5.49398812422222,1,13,1,0,0,0,1,1
4.07058741197222,0,13,1,0,0,1,1,0
26.7651411683333,0,13,1,0,0,1,1,0
6.29233666552778,0,13,1,0,0,1,1,1
0.872233357119444,1,14,1,0,0,0,0,0
22.7707487024167,1,16,1,0,0,0,1,1
16.3291332696389,0,14,1,0,0,1,1,1
31.2680540666667,1,16,0,0,0,0,0,0
6.12806684322222,0,12,1,0,0,0,1,0
12.8123744195833,0,14,0,0,0,1,1,1
11.9261253539444,1,15,0,0,0,1,1,0
4.799086768,0,12,1,1,0,0,0,0
19.5635204773611,1,16,1,0,0,0,0,0
3.74077597072222,0,13,1,0,0,0,1,0
10.7998235421111,0,15,1,1,0,1,1,0
4.59441212497222,1,13,1,0,0,0,0,0
9.08401215094445,1,14,0,0,0,0,1,0
2.92479596538889,0,12,1,0,0,1,1,0
13.6083709040278,0,16,1,0,0,0,1,0
